"id";"type";"energy";"usage";"usagenet";"createdat";"startdate";"enddate";"fillingdatecancellation";"cancellationreason";"city";"status";"productid";"modificationdate"
207;"energy";"gas";9600;9994;"2020-05-31";"2020-10-01";"";"";"";"Hannover";"indelivery";2000;"2020-08-23"
208;"energy";"gas";8700;"";"2019-05-06";"2019-10-01";"";"";"";"Dortmund";"indelivery";2001;"2019-10-15"
209;"energy";"electricity";2700;2750;"2019-05-23";"2019-07-01";"";"";"";"Hamburg";"indelivery";1000;"2020-07-02"
210;"energy";"electricity";2900;2846;"2020-09-10";"2020-10-01";"";"";"";"Essen";"indelivery";1001;"2020-09-26"
211;"energy";"electricity";2100;2164;"2019-01-02";"2019-02-01";"";"";"";"Dortmund";"indelivery";1002;"2020-01-16"
212;"energy";"electricity";2600;2581;"2019-09-09";"2020-01-01";"";"";"";"Kiel";"indelivery";1000;"2019-09-29"
213;"energy";"electricity";1900;1838;"2019-04-08";"2019-10-01";"2020-07-31";"2020-07-03";"fristgerecht durch LichtBlick";"Berlin";"terminated";1000;"2019-10-07"
214;"energy";"electricity";2500;2570;"2018-10-22";"2019-07-01";"2019-12-31";"2019-11-24";"fristgerecht durch Kunde";"Stuttgart";"terminated";1002;"2019-11-24"
215;"energy";"electricity";2100;2130;"2019-09-05";"2020-06-01";"";"";"";"Cologne";"indelivery";1002;"2019-11-04"
216;"energy";"gas";10000;9670;"2019-01-02";"2019-04-01";"";"";"";"Berlin";"indelivery";2001;"2020-08-27"
217;"energy";"gas";10100;9691;"2018-07-13";"2019-01-01";"";"";"";"Frankfurt";"indelivery";2001;"2020-03-21"
218;"energy";"gas";8800;8859;"2020-03-14";"2020-06-01";"";"";"";"Berlin";"indelivery";2000;"2020-03-16"
219;"energy";"electricity";2500;2447;"2018-07-12";"2018-09-01";"2018-10-31";"2018-10-01";"Umzug";"Leipzig";"terminated";1002;"2018-10-01"
220;"energy";"electricity";2600;2721;"2018-04-13";"2018-06-01";"2020-03-31";"2020-03-03";"fristgerecht durch LichtBlick";"Hamburg";"terminated";1001;"2019-05-16"
221;"energy";"electricity";2600;2516;"2020-08-22";"2021-09-01";"";"";"";"Stuttgart";"active";1002;"2020-09-04"
222;"energy";"electricity";2600;2557;"2019-12-27";"2020-02-01";"";"";"";"Dresden";"indelivery";1002;"2020-04-01"
223;"energy";"electricity";2000;2083;"2018-11-29";"2019-02-01";"";"";"";"Flensburg";"indelivery";1001;"2019-08-30"
224;"energy";"electricity";2800;2926;"2019-12-24";"2020-02-01";"";"";"";"Berlin";"indelivery";1000;"2020-05-03"
225;"energy";"electricity";2300;2409;"2020-06-09";"2020-08-01";"";"";"";"Heidelberg";"indelivery";1001;"2020-09-01"
226;"energy";"gas";8300;8001;"2018-05-19";"2018-07-01";"";"";"";"Stuttgart";"indelivery";2000;"2020-08-31"
227;"energy";"electricity";2200;2263;"2019-07-09";"2020-02-01";"2020-02-01";"2020-12-03";"Wiederruf";"Marienberg";"terminated";1000;"2019-12-27"
228;"energy";"electricity";2400;2356;"2018-05-17";"2018-12-01";"2018-12-01";"2019-04-02";"Wiederruf";"Mannheim";"terminated";1002;"2019-04-02"
229;"energy";"gas";8200;8547;"2018-04-30";"2018-06-01";"2019-05-31";"2019-05-03";"Umzug";"Hannover";"terminated";2001;"2018-12-22"
230;"energy";"electricity";2700;2841;"2018-07-25";"2019-05-01";"";"";"";"Cologne";"indelivery";1000;"2020-05-28"
231;"energy";"electricity";2000;1975;"2019-12-09";"2020-05-01";"";"";"";"Freiburg";"indelivery";1000;"2020-04-16"
232;"energy";"electricity";2900;2867;"2018-05-14";"2019-02-01";"2019-02-01";"2020-01-31";"Wiederruf";"Marienberg";"terminated";1001;"2018-05-26"
233;"energy";"electricity";2900;"";"2018-10-07";"2019-05-01";"";"";"";"Dortmund";"indelivery";1000;"2020-01-25"
234;"energy";"electricity";2900;2870;"2020-04-26";"2020-06-01";"";"";"";"Saarbrücken";"indelivery";1002;"2020-06-02"
235;"energy";"electricity";2400;2553;"2018-09-21";"2018-11-01";"2020-05-31";"2020-04-30";"Umzug";"Berlin";"terminated";1001;"2018-12-16"
236;"energy";"electricity";2700;"";"2020-04-05";"2021-08-01";"";"";"";"Hamburg";"active";1000;"2020-05-08"
237;"energy";"electricity";2200;2371;"2020-04-22";"2020-06-01";"";"";"";"Bonn";"indelivery";1001;"2020-05-28"
238;"energy";"electricity";2000;1998;"2019-11-09";"2020-08-01";"";"";"";"Kassel";"indelivery";1001;"2020-05-05"
239;"energy";"electricity";2800;3015;"2019-03-13";"2020-02-01";"2020-12-31";"2020-12-02";"Umzug";"Frankfurt";"cancelled";1001;"2020-01-07"
240;"energy";"electricity";2400;2561;"2018-08-25";"2019-01-01";"";"";"";"Berlin";"indelivery";1000;"2020-05-19"
241;"energy";"electricity";2100;"";"2018-07-20";"2018-08-01";"2020-04-30";"2020-04-01";"fristgerecht durch Kunde";"Ulm";"terminated";1002;"2019-06-09"
242;"energy";"electricity";2900;2845;"2019-03-18";"2019-05-01";"";"";"";"Karlsruhe";"indelivery";1001;"2019-10-21"
243;"energy";"electricity";2300;2491;"2018-11-20";"2018-12-01";"";"";"";"Berlin";"indelivery";1002;"2020-02-28"
244;"energy";"electricity";2100;2250;"2018-05-09";"2018-08-01";"";"";"";"Berlin";"indelivery";1001;"2018-05-19"
245;"energy";"electricity";2300;2309;"2018-02-03";"2018-05-01";"";"";"";"Munich";"indelivery";1002;"2019-07-28"
246;"energy";"electricity";2700;2845;"2018-07-29";"2019-01-01";"";"";"";"Berlin";"indelivery";1002;"2018-11-04"
247;"energy";"electricity";2500;2543;"2020-01-06";"2020-06-01";"";"";"";"Berlin";"indelivery";1000;"2020-09-05"
248;"energy";"electricity";2900;2861;"2018-09-04";"2019-04-01";"";"";"";"Dortmund";"indelivery";1000;"2018-09-20"
249;"energy";"electricity";2400;2382;"2018-11-06";"2019-01-01";"2020-07-31";"2020-06-28";"fristgerecht durch LichtBlick";"Bielefeld";"terminated";1001;"2020-06-13"
250;"energy";"electricity";2200;2225;"2018-06-27";"2018-11-01";"2019-11-30";"2019-11-02";"fristgerecht durch Kunde";"Schwerin";"terminated";1000;"2019-11-02"
251;"energy";"electricity";3000;2865;"2018-04-30";"2019-01-01";"";"";"";"Mainz";"indelivery";1002;"2019-09-29"
252;"energy";"electricity";2600;"";"2020-06-09";"2020-10-01";"";"";"";"Ulm";"indelivery";1002;"2020-08-18"
253;"energy";"electricity";2300;2442;"2018-07-10";"2018-09-01";"";"";"";"Hamburg";"indelivery";1001;"2019-12-19"
254;"energy";"electricity";2900;2844;"2020-03-26";"2020-10-01";"";"";"";"Berlin";"indelivery";1001;"2020-06-09"
255;"energy";"gas";9000;9399;"2020-04-06";"2020-05-01";"";"";"";"Fürth";"indelivery";2001;"2020-04-12"
256;"energy";"electricity";2300;"";"2019-05-21";"2019-11-01";"";"";"";"Mannheim";"indelivery";1001;"2020-01-14"
257;"energy";"electricity";2300;2222;"2018-10-11";"2018-12-01";"";"";"";"Stuttgart";"indelivery";1001;"2019-10-19"
258;"energy";"electricity";2500;2682;"2019-03-22";"2019-10-01";"";"";"";"Lübeck";"indelivery";1001;"2020-07-20"
259;"energy";"electricity";2500;2619;"2020-03-16";"2020-05-01";"";"";"";"Dortmund";"indelivery";1000;"2020-05-22"
260;"energy";"electricity";2300;2267;"2020-04-10";"2020-07-01";"";"";"";"Würzburg";"indelivery";1002;"2020-06-03"
261;"energy";"electricity";2000;2198;"2019-01-21";"2019-03-01";"";"";"";"Würzburg";"indelivery";1000;"2020-05-24"
262;"energy";"electricity";2300;2418;"2019-03-14";"2019-05-01";"";"";"";"Dortmund";"indelivery";1001;"2020-07-17"
263;"energy";"electricity";2900;3014;"2018-12-09";"2019-06-01";"";"";"";"Bonn";"indelivery";1000;"2020-09-23"
264;"energy";"electricity";2500;2443;"2018-08-17";"2019-02-01";"2020-01-31";"2020-01-03";"Umzug";"Berlin";"terminated";1000;"2019-07-04"
265;"energy";"electricity";2500;2582;"2020-05-17";"2021-02-01";"";"";"";"Fürth";"active";1001;"2020-07-16"
266;"energy";"electricity";2300;2489;"2019-04-28";"2020-01-01";"";"";"";"Freiburg";"indelivery";1001;"2019-12-16"
267;"energy";"electricity";2800;2973;"2019-02-24";"2019-08-01";"";"";"";"Höxter";"indelivery";1000;"2019-06-15"
268;"energy";"electricity";2100;2102;"2018-11-23";"2019-04-01";"2019-04-01";"2019-09-22";"Wiederruf";"Düsseldorf";"terminated";1000;"2019-09-22"
269;"energy";"electricity";2700;2722;"2018-08-24";"2019-06-01";"2020-05-31";"2020-04-30";"Umzug";"Hamburg";"terminated";1001;"2019-10-25"
270;"energy";"electricity";2700;2651;"2018-04-30";"2018-06-01";"";"";"";"Berlin";"indelivery";1001;"2018-11-20"
271;"energy";"electricity";2600;2594;"2019-05-18";"2019-10-01";"2020-03-31";"2020-03-01";"Umzug";"Dortmund";"terminated";1002;"2020-03-01"
272;"energy";"electricity";2200;"";"2019-11-27";"2019-12-01";"";"";"";"Limburg";"indelivery";1001;"2020-07-08"
273;"energy";"electricity";2400;2387;"2018-09-09";"2018-10-01";"";"";"";"Leipzig";"indelivery";1001;"2018-09-17"
274;"energy";"gas";8200;8478;"2019-10-09";"2020-04-01";"";"";"";"Berlin";"indelivery";2000;"2020-01-26"
275;"energy";"electricity";2500;2468;"2019-02-06";"2019-05-01";"";"";"";"Stuttgart";"indelivery";1002;"2020-07-30"
276;"energy";"gas";8900;8854;"2019-04-22";"2019-11-01";"";"";"";"Marienberg";"indelivery";2000;"2019-08-17"
277;"energy";"electricity";2000;2098;"2019-09-13";"2019-10-01";"";"";"";"Kiel";"indelivery";1001;"2020-01-23"
278;"energy";"electricity";2600;2696;"2019-04-23";"2019-06-01";"";"";"";"Hannover";"indelivery";1002;"2020-06-11"
279;"energy";"electricity";2200;2251;"2019-04-01";"2019-06-01";"";"";"";"Bremen";"indelivery";1001;"2020-01-09"
280;"energy";"electricity";2800;2765;"2018-04-20";"2019-04-01";"";"";"";"Hamburg";"indelivery";1001;"2018-05-20"
281;"energy";"electricity";2600;2605;"2019-07-14";"2020-01-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-07-25"
282;"energy";"electricity";2400;2565;"2018-04-14";"2018-05-01";"2018-07-31";"2018-06-30";"fristgerecht durch Kunde";"Bremen";"terminated";1002;"2018-06-30"
283;"energy";"electricity";2700;2631;"2019-08-06";"2019-09-01";"";"";"";"Lübeck";"indelivery";1002;"2020-07-20"
284;"energy";"electricity";2700;2644;"2018-01-29";"2018-06-01";"2020-10-31";"2020-10-02";"Umzug";"Berlin";"cancelled";1000;"2019-08-31"
285;"energy";"electricity";2000;1957;"2018-03-05";"2018-04-01";"";"";"";"Berlin";"indelivery";1001;"2018-08-27"
286;"energy";"electricity";2600;2664;"2020-03-31";"2020-05-01";"";"";"";"Cologne";"indelivery";1000;"2020-08-08"
287;"energy";"electricity";2700;2722;"2018-06-25";"2018-10-01";"";"";"";"Jena";"indelivery";1002;"2019-09-15"
288;"energy";"electricity";2800;3001;"2019-05-20";"2019-08-01";"2020-10-31";"2020-10-03";"Umzug";"Bonn";"cancelled";1000;"2020-08-21"
289;"energy";"electricity";2000;2136;"2018-05-16";"2019-01-01";"";"";"";"Cologne";"indelivery";1000;"2018-11-16"
290;"energy";"electricity";2900;2965;"2019-07-06";"2019-08-01";"";"";"";"Dortmund";"indelivery";1001;"2020-09-01"
291;"energy";"electricity";2300;2406;"2020-01-21";"2020-03-01";"";"";"";"Dresden";"indelivery";1002;"2020-09-29"
292;"energy";"gas";10100;"";"2020-02-27";"2020-03-01";"";"";"";"Cologne";"indelivery";2001;"2020-04-13"
293;"energy";"electricity";2200;2264;"2018-04-09";"2018-06-01";"";"";"";"Essen";"indelivery";1000;"2019-06-04"
294;"energy";"electricity";2100;2291;"2018-05-02";"2018-08-01";"2018-08-01";"2018-10-30";"Wiederruf";"Stuttgart";"terminated";1000;"2018-10-30"
295;"energy";"electricity";2400;2522;"2019-09-25";"2019-10-01";"";"";"";"Munich";"indelivery";1000;"2020-06-15"
296;"energy";"electricity";2400;2435;"2019-02-04";"2019-05-01";"2020-11-30";"2020-10-30";"Umzug";"Wiesbaden";"cancelled";1002;"2020-06-30"
297;"energy";"electricity";2800;2963;"2018-01-17";"2018-04-01";"";"";"";"Berlin";"indelivery";1000;"2018-04-19"
298;"energy";"electricity";2700;2640;"2020-03-02";"2020-08-01";"";"";"";"Berlin";"indelivery";1000;"2020-04-19"
299;"energy";"gas";8900;8842;"2018-06-11";"2018-07-01";"";"";"";"Erfurt";"indelivery";2000;"2020-09-08"
300;"energy";"electricity";2700;2742;"2020-02-17";"2021-03-01";"";"";"";"Berlin";"active";1000;"2020-09-09"
301;"energy";"electricity";2500;2465;"2020-02-24";"2020-07-01";"";"";"";"Braunschweig";"indelivery";1001;"2020-05-23"
302;"energy";"gas";9700;9562;"2018-02-09";"2018-09-01";"";"";"";"Munich";"indelivery";2001;"2020-04-11"
303;"energy";"electricity";2200;2196;"2019-07-01";"2019-10-01";"";"";"";"Essen";"indelivery";1001;"2019-12-28"
304;"energy";"gas";10200;10609;"2019-08-06";"2020-01-01";"";"";"";"Mannheim";"indelivery";2001;"2019-10-25"
305;"energy";"electricity";2600;2749;"2019-01-06";"2019-03-01";"";"";"";"Berlin";"indelivery";1000;"2019-01-18"
306;"energy";"electricity";2400;2309;"2018-10-05";"2018-12-01";"";"";"";"Berlin";"indelivery";1000;"2019-11-07"
307;"energy";"gas";8800;9267;"2018-01-19";"2018-03-01";"";"";"";"Berlin";"indelivery";2000;"2019-11-14"
308;"energy";"electricity";2700;2611;"2020-05-31";"2020-08-01";"";"";"";"Hamburg";"indelivery";1000;"2020-09-09"
309;"energy";"electricity";2400;2580;"2020-07-11";"2020-09-01";"";"";"";"Hannover";"indelivery";1002;"2020-07-29"
310;"energy";"electricity";2400;2422;"2019-12-20";"2020-06-01";"";"";"";"Hamburg";"indelivery";1000;"2020-05-27"
311;"energy";"electricity";2500;2452;"2018-02-08";"2018-03-01";"2020-09-30";"2020-09-02";"Umzug";"Kempten";"terminated";1000;"2019-06-22"
312;"energy";"electricity";2700;2618;"2020-06-27";"2020-07-01";"";"";"";"Rostock";"indelivery";1000;"2020-07-31"
313;"energy";"electricity";2400;2502;"2019-06-04";"2019-10-01";"";"";"";"Stuttgart";"indelivery";1000;"2020-02-06"
314;"energy";"electricity";2100;"";"2018-06-27";"2019-03-01";"";"";"";"Hamburg";"indelivery";1002;"2018-12-25"
315;"energy";"electricity";2500;2563;"2020-03-04";"2020-06-01";"";"";"";"Braunschweig";"indelivery";1001;"2020-07-16"
316;"energy";"gas";11700;12086;"2020-09-21";"2021-01-01";"";"";"";"Mannheim";"active";2000;"2020-09-24"
317;"energy";"electricity";2900;3047;"2018-05-13";"2018-09-01";"2018-10-31";"2018-10-02";"fristgerecht durch Kunde";"Ingolstadt";"terminated";1001;"2018-09-14"
318;"energy";"gas";11400;"";"2019-02-28";"2019-04-01";"2020-02-29";"2020-01-31";"fristgerecht durch Kunde";"Bremen";"terminated";2000;"2020-01-31"
319;"energy";"gas";10000;9719;"2020-06-17";"2020-10-01";"";"";"";"Hamburg";"indelivery";2001;"2020-08-22"
320;"energy";"electricity";2300;2176;"2019-04-25";"2019-06-01";"";"";"";"Düsseldorf";"indelivery";1000;"2019-07-09"
321;"energy";"electricity";2400;"";"2018-10-07";"2018-11-01";"";"";"";"Münster";"indelivery";1002;"2020-06-05"
322;"energy";"electricity";2700;2641;"2020-03-04";"2020-09-01";"";"";"";"Duisburg";"indelivery";1002;"2020-08-14"
323;"energy";"electricity";2300;"";"2020-05-04";"2020-07-01";"";"";"";"Hamburg";"indelivery";1001;"2020-08-26"
324;"energy";"electricity";2500;2468;"2020-06-14";"2020-08-01";"";"";"";"Cologne";"indelivery";1000;"2020-08-23"
325;"energy";"electricity";2800;2686;"2020-02-04";"2020-05-01";"";"";"";"Gera";"indelivery";1001;"2020-05-01"
326;"energy";"gas";8200;8717;"2019-12-16";"2020-02-01";"2020-10-31";"2020-10-02";"fristgerecht durch LichtBlick";"Hamburg";"cancelled";2000;"2020-07-22"
327;"energy";"electricity";2700;2917;"2019-02-03";"2019-08-01";"";"";"";"Munich";"indelivery";1002;"2020-09-25"
328;"energy";"electricity";2700;2735;"2020-01-30";"2020-03-01";"";"";"";"Stralsund";"indelivery";1002;"2020-03-30"
329;"energy";"electricity";2600;2545;"2018-02-16";"2018-04-01";"2018-07-31";"2018-06-28";"fristgerecht durch LichtBlick";"Mainz";"terminated";1000;"2018-06-28"
330;"energy";"electricity";2300;2275;"2019-05-27";"2019-08-01";"";"";"";"Munich";"indelivery";1000;"2020-04-12"
331;"energy";"electricity";2200;2257;"2020-04-04";"2020-09-01";"";"";"";"Bonn";"indelivery";1001;"2020-09-06"
332;"energy";"electricity";2900;2869;"2019-05-27";"2019-07-01";"2020-02-29";"2020-02-01";"Umzug";"Kassel";"terminated";1001;"2019-11-16"
333;"energy";"electricity";2500;2710;"2019-10-20";"2019-11-01";"";"";"";"Marienberg";"indelivery";1001;"2020-08-09"
334;"energy";"electricity";2000;"";"2019-12-06";"2020-03-01";"";"";"";"Wiesbaden";"indelivery";1000;"2020-02-13"
335;"energy";"electricity";2600;2611;"2018-11-18";"2019-03-01";"";"";"";"Berlin";"indelivery";1002;"2019-01-02"
336;"energy";"electricity";2600;"";"2019-08-03";"2019-11-01";"";"";"";"Osnabrück";"indelivery";1001;"2020-01-25"
337;"energy";"electricity";2500;"";"2018-09-24";"2019-05-01";"";"";"";"Stuttgart";"indelivery";1001;"2019-09-24"
338;"energy";"gas";9500;9791;"2019-05-14";"2019-11-01";"";"";"";"Berlin";"indelivery";2000;"2019-07-18"
339;"energy";"electricity";2700;2914;"2020-04-04";"2020-05-01";"";"";"";"Duisburg";"indelivery";1002;"2020-05-17"
340;"energy";"electricity";2400;2390;"2020-08-26";"2020-12-01";"";"";"";"Dresden";"active";1002;"2020-09-03"
341;"energy";"gas";10100;"";"2018-08-03";"2018-10-01";"";"";"";"Mannheim";"indelivery";2001;"2018-11-09"
342;"energy";"gas";11800;11854;"2018-02-11";"2018-05-01";"";"";"";"Marienberg";"indelivery";2000;"2018-02-28"
343;"energy";"electricity";2300;2303;"2019-04-26";"2019-05-01";"";"";"";"Rostock";"indelivery";1000;"2020-05-09"
344;"energy";"gas";11000;11420;"2018-12-11";"2019-05-01";"";"";"";"Bremen";"indelivery";2000;"2019-12-26"
345;"energy";"gas";8200;8035;"2020-01-10";"2020-03-01";"";"";"";"Leipzig";"indelivery";2000;"2020-06-04"
346;"energy";"electricity";2400;2335;"2019-04-12";"2019-06-01";"";"";"";"Hamburg";"indelivery";1002;"2020-05-08"
347;"energy";"electricity";2700;2846;"2019-12-24";"2020-01-01";"";"";"";"Cologne";"indelivery";1000;"2020-06-25"
348;"energy";"electricity";2400;2427;"2019-07-13";"2019-09-01";"";"";"";"Cologne";"indelivery";1001;"2020-02-02"
349;"energy";"electricity";2300;2258;"2020-08-12";"2021-02-01";"";"";"";"Wiesbaden";"active";1002;"2020-08-31"
350;"energy";"gas";10500;10070;"2019-02-18";"2019-05-01";"";"";"";"Bonn";"indelivery";2000;"2019-11-25"
351;"energy";"electricity";2500;2660;"2018-12-22";"2019-02-01";"";"";"";"Berlin";"indelivery";1002;"2020-07-13"
352;"energy";"electricity";2600;2735;"2018-03-28";"2018-07-01";"";"";"";"Karlsruhe";"indelivery";1001;"2018-12-22"
353;"energy";"electricity";2200;2238;"2018-04-23";"2018-08-01";"";"";"";"Hamburg";"indelivery";1002;"2019-09-07"
354;"energy";"electricity";2200;2112;"2020-06-17";"2020-08-01";"";"";"";"Bonn";"indelivery";1002;"2020-09-01"
355;"energy";"electricity";2400;2417;"2018-08-31";"2018-10-01";"";"";"";"Berlin";"indelivery";1002;"2019-08-15"
356;"energy";"electricity";2200;2188;"2019-01-27";"2019-06-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-05-02"
357;"energy";"electricity";2000;2038;"2018-09-29";"2019-12-01";"";"";"";"Berlin";"indelivery";1001;"2020-01-07"
358;"energy";"electricity";2700;2750;"2019-01-10";"2019-09-01";"";"";"";"Berlin";"indelivery";1000;"2019-07-28"
359;"energy";"electricity";2700;2770;"2018-12-26";"2019-05-01";"";"";"";"Dortmund";"indelivery";1002;"2019-04-27"
360;"energy";"electricity";2600;2603;"2020-09-11";"2020-10-01";"";"";"";"Kassel";"indelivery";1001;"2020-09-26"
361;"energy";"electricity";2400;2391;"2018-12-06";"2019-02-01";"";"";"";"Freiburg";"indelivery";1000;"2019-11-26"
362;"energy";"electricity";2300;2318;"2020-08-06";"2020-09-01";"";"";"";"Starnberg";"indelivery";1002;"2020-09-20"
363;"energy";"electricity";2300;2460;"2019-10-18";"2020-02-01";"";"";"";"Berlin";"indelivery";1002;"2020-04-04"
364;"energy";"electricity";2200;2231;"2019-02-11";"2019-05-01";"";"";"";"Ingolstadt";"indelivery";1001;"2020-02-03"
365;"energy";"electricity";2300;"";"2019-04-16";"2020-02-01";"";"";"";"Marienberg";"indelivery";1001;"2020-06-01"
366;"energy";"electricity";2000;2133;"2020-09-22";"2020-11-01";"";"";"";"Essen";"active";1001;"2020-09-27"
367;"energy";"electricity";2800;2740;"2019-02-02";"2019-04-01";"2020-10-31";"2020-09-26";"fristgerecht durch LichtBlick";"Karlsruhe";"cancelled";1000;"2019-06-27"
368;"energy";"electricity";2800;2733;"2019-06-14";"2019-08-01";"";"";"";"Nienburg";"indelivery";1000;"2020-05-04"
369;"energy";"electricity";3000;3042;"2020-08-16";"2020-09-01";"";"";"";"Aachen";"indelivery";1001;"2020-08-19"
370;"energy";"electricity";2600;2528;"2019-12-11";"2020-02-01";"";"";"";"Berlin";"indelivery";1001;"2020-07-04"
371;"energy";"electricity";2200;2381;"2019-06-13";"2019-08-01";"";"";"";"Berlin";"indelivery";1000;"2019-12-23"
372;"energy";"electricity";2100;2082;"2020-04-22";"2020-09-01";"";"";"";"Bremen";"indelivery";1001;"2020-06-21"
373;"energy";"electricity";2600;2720;"2018-04-16";"2018-06-01";"";"";"";"Berlin";"indelivery";1001;"2019-02-15"
374;"energy";"electricity";2300;2288;"2018-11-26";"2019-01-01";"2019-01-01";"2020-05-29";"Wiederruf";"Schwerin";"terminated";1002;"2019-06-30"
375;"energy";"electricity";2500;2544;"2020-05-20";"2020-07-01";"";"";"";"Freiburg";"indelivery";1002;"2020-08-25"
376;"energy";"electricity";2400;2358;"2018-12-22";"2019-02-01";"2019-09-30";"2019-08-31";"fristgerecht durch Kunde";"Altchemnitz";"terminated";1000;"2019-08-31"
377;"energy";"gas";9300;9575;"2018-09-17";"2019-05-01";"";"";"";"Stuttgart";"indelivery";2001;"2019-11-10"
